stay_date,room_nights,occupied_apartments,apartment_bed_rate_pairs,avg_bed_rate,sum_bed_rate,occupancy_rate
2024-11-03,9,"[1, 0, 6]","[(1, 176807), (0, 143676), (6, 177644)]",166042,498127,0.1579
2024-11-04,8,"[6, 8, 4]","[(6, 177644), (8, 135682), (4, 99126)]",137484,412452,0.1404
2024-11-05,11,"[8, 4, 1, 0, 6]","[(8, 135682), (4, 99126), (1, 101232), (0, 111299), (6, 73499)]",104168,520838,0.193
2024-11-06,11,"[8, 4, 1, 0, 6]","[(8, 135682), (4, 99126), (1, 101232), (0, 111299), (6, 73499)]",104168,520838,0.193
2024-11-07,25,"[4, 6, 2, 3, 0, 11, 1, 8, 7, 9]","[(4, 99126), (6, 73499), (2, 215725), (3, 121713), (0, 160093), (11, 119786), (1, 151150), (8, 161748), (7, 143900), (9, 160632)]",140737,1407372,0.4386
2024-11-08,29,"[2, 3, 0, 11, 1, 8, 7, 9, 4, 12, 6, 5]","[(2, 215725), (3, 121713), (0, 160093), (11, 119786), (1, 151150), (8, 161748), (7, 143900), (9, 160632), (4, 150844), (12, 126442), (6, 172427), (5, 109442)]",149492,1793902,0.5088
2024-11-09,29,"[2, 3, 0, 11, 1, 8, 7, 9, 4, 12, 6, 5]","[(2, 215725), (3, 121713), (0, 160093), (11, 119786), (1, 151150), (8, 161748), (7, 143900), (9, 160632), (4, 150844), (12, 126442), (6, 172427), (5, 109442)]",149492,1793902,0.5088
2024-11-10,15,"[7, 9, 12, 6, 5, 8, 4]","[(7, 143900), (9, 160632), (12, 126442), (6, 172427), (5, 109442), (8, 118950), (4, 86804)]",131228,918597,0.2632
2024-11-11,15,"[6, 5, 8, 4, 0, 2]","[(6, 172427), (5, 109442), (8, 118950), (4, 86804), (0, 109068), (2, 57239)]",108988,653930,0.2632
2024-11-12,19,"[6, 5, 8, 4, 0, 2, 11, 1]","[(6, 172427), (5, 109442), (8, 118950), (4, 86804), (0, 109068), (2, 57239), (11, 108501), (1, 184476)]",118363,946907,0.3333
2024-11-13,14,"[2, 11, 1, 0, 7, 12]","[(2, 57239), (11, 108501), (1, 184476), (0, 103490), (7, 114153), (12, 90560)]",109736,658419,0.2456
2024-11-14,30,"[2, 11, 1, 0, 7, 12, 8, 3, 5, 6, 4]","[(2, 57239), (11, 108501), (1, 184476), (0, 103490), (7, 114153), (12, 90560), (8, 158931), (3, 127911), (5, 111754), (6, 106344), (4, 90794)]",114014,1254153,0.5263
2024-11-15,34,"[1, 7, 12, 8, 3, 5, 6, 4, 11, 9, 0, 2]","[(1, 184476), (7, 114153), (12, 90560), (8, 158931), (3, 127911), (5, 111754), (6, 106344), (4, 90794), (11, 153518), (9, 140925), (0, 163811), (2, 96565)]",128312,1539742,0.5965
2024-11-16,34,"[3, 5, 6, 4, 11, 9, 0, 2, 12, 8, 1, 7]","[(3, 127911), (5, 111754), (6, 106344), (4, 90794), (11, 153518), (9, 140925), (0, 163811), (2, 96565), (12, 108510), (8, 170114), (1, 125912), (7, 122891)]",126587,1519049,0.5965
2024-11-17,29,"[6, 4, 11, 9, 0, 2, 12, 8, 1, 7]","[(6, 106344), (4, 90794), (11, 153518), (9, 140925), (0, 163811), (2, 96565), (12, 108510), (8, 170114), (1, 125912), (7, 122891)]",127938,1279384,0.5088
2024-11-18,13,"[4, 1, 7, 5, 0, 12, 8]","[(4, 90794), (1, 125912), (7, 122891), (5, 165958), (0, 118366), (12, 89435), (8, 276746)]",141443,990102,0.2281
2024-11-19,12,"[1, 7, 5, 0, 12, 8, 4]","[(1, 125912), (7, 122891), (5, 165958), (0, 118366), (12, 89435), (8, 276746), (4, 91482)]",141541,990790,0.2105
2024-11-20,13,"[7, 5, 0, 12, 8, 4, 1, 9]","[(7, 122891), (5, 165958), (0, 118366), (12, 89435), (8, 276746), (4, 91482), (1, 278429), (9, 142505)]",160726,1285812,0.2281
2024-11-21,20,"[7, 5, 0, 12, 8, 4, 9, 1, 6, 2]","[(7, 122891), (5, 165958), (0, 118366), (12, 89435), (8, 276746), (4, 91482), (9, 142505), (1, 176974), (6, 181331), (2, 143063)]",150875,1508751,0.3509
2024-11-22,23,"[0, 12, 8, 4, 9, 1, 6, 2, 7, 11, 5]","[(0, 118366), (12, 89435), (8, 276746), (4, 91482), (9, 142505), (1, 176974), (6, 181331), (2, 143063), (7, 181826), (11, 237602), (5, 118675)]",159819,1758005,0.4035
2024-11-23,22,"[12, 8, 4, 9, 6, 2, 7, 11, 5, 0, 1]","[(12, 89435), (8, 276746), (4, 91482), (9, 142505), (6, 181331), (2, 143063), (7, 181826), (11, 237602), (5, 118675), (0, 231132), (1, 147971)]",167433,1841768,0.386
2024-11-24,13,"[8, 4, 2, 11, 5, 0, 1]","[(8, 276746), (4, 91482), (2, 143063), (11, 237602), (5, 118675), (0, 231132), (1, 147971)]",178096,1246671,0.2281
2024-11-25,11,"[4, 5, 6, 8]","[(4, 91482), (5, 118675), (6, 72805), (8, 110082)]",98261,393044,0.193
2024-11-26,7,"[6, 8]","[(6, 72805), (8, 110082)]",91444,182887,0.1228
2024-11-27,15,"[6, 8, 9, 4, 5, 7]","[(6, 72805), (8, 110082), (9, 106474), (4, 138740), (5, 139019), (7, 218443)]",130927,785563,0.2632
2024-11-28,27,"[9, 4, 5, 7, 3, 2, 6, 11, 1, 0]","[(9, 106474), (4, 138740), (5, 139019), (7, 218443), (3, 112201), (2, 212782), (6, 148640), (11, 184801), (1, 283700), (0, 156756)]",170156,1701556,0.4737
2024-11-29,32,"[4, 5, 7, 3, 2, 6, 11, 1, 0, 12, 8, 9]","[(4, 138740), (5, 139019), (7, 218443), (3, 112201), (2, 212782), (6, 148640), (11, 184801), (1, 283700), (0, 156756), (12, 191848), (8, 243942), (9, 180339)]",184268,2211211,0.5614
2024-11-30,32,"[4, 5, 7, 3, 2, 6, 11, 1, 0, 12, 8, 9]","[(4, 138740), (5, 139019), (7, 218443), (3, 112201), (2, 212782), (6, 148640), (11, 184801), (1, 283700), (0, 156756), (12, 191848), (8, 243942), (9, 180339)]",184268,2211211,0.5614
2024-12-01,22,"[6, 11, 1, 0, 12, 8, 9, 4, 5]","[(6, 148640), (11, 184801), (1, 283700), (0, 156756), (12, 191848), (8, 243942), (9, 180339), (4, 104913), (5, 116503)]",179049,1611442,0.386
2024-12-02,19,"[0, 9, 4, 5, 1, 8, 6, 7]","[(0, 156756), (9, 180339), (4, 104913), (5, 116503), (1, 157453), (8, 227209), (6, 85243), (7, 143146)]",146445,1171562,0.3333
2024-12-03,23,"[0, 4, 5, 1, 8, 6, 7, 12, 11, 2]","[(0, 156756), (4, 104913), (5, 116503), (1, 157453), (8, 227209), (6, 85243), (7, 143146), (12, 156463), (11, 383620), (2, 298644)]",182995,1829950,0.4035
2024-12-04,24,"[0, 5, 8, 6, 7, 12, 11, 2, 9, 3]","[(0, 156756), (5, 116503), (8, 227209), (6, 85243), (7, 143146), (12, 156463), (11, 383620), (2, 298644), (9, 362910), (3, 179131)]",210962,2109625,0.4211
2024-12-05,24,"[5, 7, 12, 11, 2, 9, 3, 6, 8, 4, 0]","[(5, 116503), (7, 143146), (12, 156463), (11, 383620), (2, 298644), (9, 362910), (3, 179131), (6, 176249), (8, 394385), (4, 181966), (0, 169444)]",232951,2562461,0.4211
2024-12-06,26,"[12, 11, 2, 9, 3, 8, 4, 0, 7, 5, 1, 6]","[(12, 156463), (11, 383620), (2, 298644), (9, 362910), (3, 179131), (8, 394385), (4, 181966), (0, 169444), (7, 218740), (5, 178666), (1, 299884), (6, 285630)]",259124,3109483,0.4561
2024-12-07,29,"[11, 2, 3, 4, 0, 7, 5, 1, 6, 9, 12, 8]","[(11, 383620), (2, 298644), (3, 179131), (4, 181966), (0, 169444), (7, 218740), (5, 178666), (1, 299884), (6, 285630), (9, 191308), (12, 143202), (8, 236720)]",230580,2766955,0.5088
2024-12-08,24,"[2, 4, 0, 7, 5, 1, 6, 9, 12, 8]","[(2, 298644), (4, 181966), (0, 169444), (7, 218740), (5, 178666), (1, 299884), (6, 285630), (9, 191308), (12, 143202), (8, 236720)]",220420,2204204,0.4211
2024-12-09,15,"[0, 6, 12, 8, 7, 4, 1]","[(0, 169444), (6, 285630), (12, 143202), (8, 236720), (7, 103481), (4, 126414), (1, 217945)]",183262,1282836,0.2632
2024-12-10,19,"[6, 12, 8, 7, 4, 1, 3, 5, 0]","[(6, 285630), (12, 143202), (8, 236720), (7, 103481), (4, 126414), (1, 217945), (3, 78996), (5, 252624), (0, 175624)]",180071,1620636,0.3333
2024-12-11,21,"[6, 8, 7, 4, 1, 3, 5, 0, 9, 12]","[(6, 285630), (8, 236720), (7, 103481), (4, 126414), (1, 217945), (3, 78996), (5, 252624), (0, 175624), (9, 167697), (12, 153395)]",179853,1798526,0.3684
2024-12-12,20,"[4, 1, 5, 0, 9, 12, 8, 3, 6]","[(4, 126414), (1, 217945), (5, 252624), (0, 175624), (9, 167697), (12, 153395), (8, 243207), (3, 135440), (6, 215786)]",187570,1688132,0.3509
2024-12-13,34,"[1, 0, 9, 12, 8, 3, 6, 5, 7, 4, 2, 11]","[(1, 217945), (0, 175624), (9, 167697), (12, 153395), (8, 243207), (3, 135440), (6, 215786), (5, 184262), (7, 165029), (4, 167523), (2, 175939), (11, 300944)]",191899,2302791,0.5965
2024-12-14,36,"[1, 0, 12, 3, 6, 5, 7, 4, 2, 11, 8, 9]","[(1, 217945), (0, 175624), (12, 153395), (3, 135440), (6, 215786), (5, 184262), (7, 165029), (4, 167523), (2, 175939), (11, 300944), (8, 198587), (9, 163792)]",187856,2254266,0.6316
2024-12-15,32,"[1, 6, 5, 7, 4, 2, 11, 8, 9, 12, 3]","[(1, 217945), (6, 215786), (5, 184262), (7, 165029), (4, 167523), (2, 175939), (11, 300944), (8, 198587), (9, 163792), (12, 138880), (3, 118782)]",186134,2047469,0.5614
2024-12-16,21,"[6, 9, 12, 3, 4, 1, 5, 2]","[(6, 215786), (9, 163792), (12, 138880), (3, 118782), (4, 138806), (1, 123560), (5, 98080), (2, 90858)]",136068,1088544,0.3684
2024-12-17,18,"[6, 12, 3, 4, 1, 5, 2, 8]","[(6, 215786), (12, 138880), (3, 118782), (4, 138806), (1, 123560), (5, 98080), (2, 90858), (8, 235426)]",145022,1160178,0.3158
2024-12-18,17,"[6, 4, 1, 5, 2, 8, 9]","[(6, 215786), (4, 138806), (1, 123560), (5, 98080), (2, 90858), (8, 235426), (9, 186103)]",155517,1088619,0.2982
2024-12-19,22,"[5, 2, 9, 11, 0, 1, 4, 8]","[(5, 98080), (2, 90858), (9, 186103), (11, 183582), (0, 221984), (1, 286265), (4, 182189), (8, 210844)]",182488,1459905,0.386
2024-12-20,26,"[2, 9, 11, 0, 1, 4, 8, 6, 3]","[(2, 90858), (9, 186103), (11, 183582), (0, 221984), (1, 286265), (4, 182189), (8, 210844), (6, 142970), (3, 174006)]",186533,1678801,0.4561
2024-12-21,31,"[9, 11, 0, 1, 4, 8, 6, 3, 5, 12, 2]","[(9, 186103), (11, 183582), (0, 221984), (1, 286265), (4, 182189), (8, 210844), (6, 142970), (3, 174006), (5, 162974), (12, 153753), (2, 205921)]",191872,2110591,0.5439
2024-12-22,34,"[0, 1, 4, 8, 3, 5, 12, 2, 11, 6, 9, 7]","[(0, 221984), (1, 286265), (4, 182189), (8, 210844), (3, 174006), (5, 162974), (12, 153753), (2, 205921), (11, 264671), (6, 223546), (9, 175524), (7, 227413)]",207424,2489090,0.5965
2024-12-23,31,"[12, 2, 11, 6, 9, 7, 4, 1, 5, 3, 0]","[(12, 153753), (2, 205921), (11, 264671), (6, 223546), (9, 175524), (7, 227413), (4, 200158), (1, 136574), (5, 213209), (3, 184708), (0, 223591)]",200824,2209068,0.5439
2024-12-24,30,"[6, 9, 7, 4, 1, 5, 3, 0, 11, 2, 8]","[(6, 223546), (9, 175524), (7, 227413), (4, 200158), (1, 136574), (5, 213209), (3, 184708), (0, 223591), (11, 146651), (2, 103044), (8, 249463)]",189444,2083881,0.5263
2024-12-25,30,"[6, 9, 7, 4, 1, 5, 3, 0, 11, 2, 8]","[(6, 223546), (9, 175524), (7, 227413), (4, 200158), (1, 136574), (5, 213209), (3, 184708), (0, 223591), (11, 146651), (2, 103044), (8, 249463)]",189444,2083881,0.5263
2024-12-26,33,"[9, 7, 3, 0, 8, 11, 6, 5, 1, 2]","[(9, 175524), (7, 227413), (3, 184708), (0, 223591), (8, 249463), (11, 191717), (6, 257011), (5, 221287), (1, 333070), (2, 304601)]",236838,2368385,0.5789
2024-12-27,38,"[7, 0, 11, 6, 5, 1, 2, 9, 8, 12, 4, 3]","[(7, 227413), (0, 223591), (11, 191717), (6, 257011), (5, 221287), (1, 333070), (2, 304601), (9, 192238), (8, 227060), (12, 263286), (4, 156635), (3, 340125)]",244836,2938034,0.6667
2024-12-28,36,"[11, 6, 5, 1, 2, 12, 4, 3, 8, 7, 0, 9]","[(11, 191717), (6, 257011), (5, 221287), (1, 333070), (2, 304601), (12, 263286), (4, 156635), (3, 340125), (8, 671643), (7, 226465), (0, 537894), (9, 437506)]",328437,3941240,0.6316
2024-12-29,37,"[6, 5, 1, 2, 4, 3, 7, 0, 9, 11, 8, 12]","[(6, 257011), (5, 221287), (1, 333070), (2, 304601), (4, 156635), (3, 340125), (7, 226465), (0, 537894), (9, 437506), (11, 337352), (8, 474380), (12, 274078)]",325034,3900404,0.6491
2024-12-30,36,"[3, 9, 11, 8, 12, 4, 6, 5, 0, 1, 2, 7]","[(3, 340125), (9, 437506), (11, 337352), (8, 474380), (12, 274078), (4, 243514), (6, 298257), (5, 302486), (0, 771963), (1, 500971), (2, 249066), (7, 169612)]",366609,4399310,0.6316
2024-12-31,39,"[9, 11, 8, 12, 6, 5, 0, 1, 2, 7, 4, 3]","[(9, 437506), (11, 337352), (8, 474380), (12, 274078), (6, 298257), (5, 302486), (0, 771963), (1, 500971), (2, 249066), (7, 169612), (4, 256565), (3, 201617)]",356154,4273853,0.6842
2025-01-01,33,"[9, 8, 12, 5, 0, 1, 2, 7, 4, 3, 6, 11]","[(9, 437506), (8, 474380), (12, 274078), (5, 302486), (0, 771963), (1, 500971), (2, 249066), (7, 169612), (4, 256565), (3, 201617), (6, 168998), (11, 583258)]",365875,4390500,0.5789
2025-01-02,25,"[9, 12, 7, 3, 6, 11, 1, 4, 5]","[(9, 437506), (12, 274078), (7, 169612), (3, 201617), (6, 168998), (11, 583258), (1, 110797), (4, 125735), (5, 147078)]",246520,2218679,0.4386
2025-01-03,35,"[9, 7, 11, 1, 4, 5, 8, 6, 0, 12, 2, 3]","[(9, 437506), (7, 169612), (11, 583258), (1, 110797), (4, 125735), (5, 147078), (8, 204164), (6, 150453), (0, 154516), (12, 128301), (2, 101560), (3, 111448)]",202036,2424428,0.614
2025-01-04,32,"[9, 7, 5, 8, 6, 0, 12, 2, 3, 4, 11]","[(9, 437506), (7, 169612), (5, 147078), (8, 204164), (6, 150453), (0, 154516), (12, 128301), (2, 101560), (3, 111448), (4, 118354), (11, 98908)]",165627,1821900,0.5614
2025-01-05,30,"[7, 0, 12, 2, 3, 4, 11, 6, 9, 1]","[(7, 169612), (0, 154516), (12, 128301), (2, 101560), (3, 111448), (4, 118354), (11, 98908), (6, 79851), (9, 97048), (1, 126080)]",118568,1185678,0.5263
2025-01-06,20,"[3, 4, 11, 6, 9, 1, 8, 0]","[(3, 111448), (4, 118354), (11, 98908), (6, 79851), (9, 97048), (1, 126080), (8, 115659), (0, 77444)]",103099,824792,0.3509
2025-01-07,17,"[11, 6, 9, 1, 8, 0, 4]","[(11, 98908), (6, 79851), (9, 97048), (1, 126080), (8, 115659), (0, 77444), (4, 91984)]",98139,686974,0.2982
2025-01-08,14,"[1, 8, 0, 4, 6, 7]","[(1, 126080), (8, 115659), (0, 77444), (4, 91984), (6, 100302), (7, 103686)]",102526,615155,0.2456
2025-01-09,17,"[0, 4, 6, 7, 11, 2]","[(0, 77444), (4, 91984), (6, 100302), (7, 103686), (11, 150221), (2, 78922)]",100426,602559,0.2982
2025-01-10,17,"[4, 6, 7, 11, 2, 0]","[(4, 91984), (6, 100302), (7, 103686), (11, 150221), (2, 78922), (0, 123932)]",108174,649047,0.2982
2025-01-11,17,"[4, 7, 11, 2, 0, 8, 1]","[(4, 91984), (7, 103686), (11, 150221), (2, 78922), (0, 123932), (8, 182589), (1, 90435)]",117396,821769,0.2982
2025-01-12,6,"[8, 1, 0]","[(8, 182589), (1, 90435), (0, 70210)]",114411,343234,0.1053
2025-01-13,13,"[8, 1, 0, 12, 6, 4]","[(8, 182589), (1, 90435), (0, 70210), (12, 167353), (6, 80804), (4, 75938)]",111222,667329,0.2281
2025-01-14,12,"[1, 0, 12, 6, 4, 9]","[(1, 90435), (0, 70210), (12, 167353), (6, 80804), (4, 75938), (9, 143607)]",104724,628347,0.2105
2025-01-15,16,"[1, 0, 12, 6, 4, 9, 2]","[(1, 90435), (0, 70210), (12, 167353), (6, 80804), (4, 75938), (9, 143607), (2, 72436)]",100112,700783,0.2807
2025-01-16,22,"[1, 0, 12, 6, 4, 9, 2, 11]","[(1, 90435), (0, 70210), (12, 167353), (6, 80804), (4, 75938), (9, 143607), (2, 72436), (11, 97730)]",99814,798513,0.386
2025-01-17,22,"[1, 9, 2, 11, 0, 8, 6, 4]","[(1, 90435), (9, 143607), (2, 72436), (11, 97730), (0, 126163), (8, 148390), (6, 124099), (4, 79563)]",110303,882423,0.386
2025-01-18,29,"[9, 2, 11, 0, 8, 6, 4, 1, 3, 7, 12]","[(9, 143607), (2, 72436), (11, 97730), (0, 126163), (8, 148390), (6, 124099), (4, 79563), (1, 197778), (3, 109282), (7, 99296), (12, 72987)]",115576,1271331,0.5088
2025-01-19,17,"[9, 2, 6, 4, 3, 7, 12]","[(9, 143607), (2, 72436), (6, 124099), (4, 79563), (3, 109282), (7, 99296), (12, 72987)]",100181,701270,0.2982
2025-01-20,20,"[9, 2, 6, 4, 3, 7, 12, 1, 8]","[(9, 143607), (2, 72436), (6, 124099), (4, 79563), (3, 109282), (7, 99296), (12, 72987), (1, 103110), (8, 161785)]",107352,966165,0.3509
2025-01-21,14,"[9, 2, 7, 12, 1, 8, 0]","[(9, 143607), (2, 72436), (7, 99296), (12, 72987), (1, 103110), (8, 161785), (0, 83038)]",105180,736259,0.2456
2025-01-22,15,"[7, 12, 1, 8, 0, 4, 3]","[(7, 99296), (12, 72987), (1, 103110), (8, 161785), (0, 83038), (4, 72830), (3, 61250)]",93471,654296,0.2632
2025-01-23,17,"[7, 12, 0, 4, 3, 9, 2]","[(7, 99296), (12, 72987), (0, 83038), (4, 72830), (3, 61250), (9, 95375), (2, 89537)]",82045,574313,0.2982
2025-01-24,27,"[7, 12, 0, 4, 3, 9, 2, 11, 8, 6, 1]","[(7, 99296), (12, 72987), (0, 83038), (4, 72830), (3, 61250), (9, 95375), (2, 89537), (11, 116570), (8, 257736), (6, 114153), (1, 98964)]",105612,1161736,0.4737
2025-01-25,26,"[12, 0, 3, 9, 2, 11, 8, 6, 1, 7, 4]","[(12, 72987), (0, 83038), (3, 61250), (9, 95375), (2, 89537), (11, 116570), (8, 257736), (6, 114153), (1, 98964), (7, 73244), (4, 89096)]",104723,1151950,0.4561
2025-01-26,17,"[12, 9, 2, 6, 1, 7, 4]","[(12, 72987), (9, 95375), (2, 89537), (6, 114153), (1, 98964), (7, 73244), (4, 89096)]",90479,633356,0.2982
2025-01-27,13,"[12, 2, 1, 7, 4, 5]","[(12, 72987), (2, 89537), (1, 98964), (7, 73244), (4, 89096), (5, 63730)]",81260,487558,0.2281
2025-01-28,9,"[1, 7, 4, 5, 8]","[(1, 98964), (7, 73244), (4, 89096), (5, 63730), (8, 220897)]",109186,545931,0.1579
2025-01-29,13,"[1, 7, 4, 5, 8, 3, 0]","[(1, 98964), (7, 73244), (4, 89096), (5, 63730), (8, 220897), (3, 144708), (0, 101008)]",113092,791647,0.2281
2025-01-30,21,"[4, 5, 8, 3, 0, 2, 6, 7, 9]","[(4, 89096), (5, 63730), (8, 220897), (3, 144708), (0, 101008), (2, 117499), (6, 121404), (7, 99763), (9, 78762)]",115207,1036867,0.3684
2025-01-31,22,"[4, 5, 8, 0, 2, 6, 7, 9, 3]","[(4, 89096), (5, 63730), (8, 220897), (0, 101008), (2, 117499), (6, 121404), (7, 99763), (9, 78762), (3, 79808)]",107996,971967,0.386
2025-02-01,23,"[5, 0, 2, 6, 7, 9, 3, 4, 11]","[(5, 63730), (0, 101008), (2, 117499), (6, 121404), (7, 99763), (9, 78762), (3, 79808), (4, 86377), (11, 108861)]",95246,857212,0.4035
2025-02-02,15,"[5, 9, 3, 4, 11, 7, 2]","[(5, 63730), (9, 78762), (3, 79808), (4, 86377), (11, 108861), (7, 76718), (2, 112596)]",86693,606852,0.2632
2025-02-03,17,"[9, 4, 11, 7, 2, 1, 6, 0]","[(9, 78762), (4, 86377), (11, 108861), (7, 76718), (2, 112596), (1, 137290), (6, 102161), (0, 95431)]",99774,798196,0.2982
2025-02-04,17,"[9, 11, 7, 2, 1, 6, 0, 8]","[(9, 78762), (11, 108861), (7, 76718), (2, 112596), (1, 137290), (6, 102161), (0, 95431), (8, 114269)]",103261,826088,0.2982
2025-02-05,19,"[9, 11, 7, 2, 1, 6, 0, 8, 4, 5]","[(9, 78762), (11, 108861), (7, 76718), (2, 112596), (1, 137290), (6, 102161), (0, 95431), (8, 114269), (4, 150726), (5, 103184)]",108000,1079998,0.3333
2025-02-06,19,"[11, 2, 1, 6, 0, 8, 4, 5, 7, 9]","[(11, 108861), (2, 112596), (1, 137290), (6, 102161), (0, 95431), (8, 114269), (4, 150726), (5, 103184), (7, 109226), (9, 118801)]",115254,1152545,0.3333
2025-02-07,20,"[11, 2, 8, 4, 5, 7, 9, 12, 6, 0]","[(11, 108861), (2, 112596), (8, 114269), (4, 150726), (5, 103184), (7, 109226), (9, 118801), (12, 179428), (6, 108501), (0, 120176)]",122577,1225768,0.3509
2025-02-08,22,"[11, 2, 4, 5, 7, 9, 12, 6, 0, 1, 8]","[(11, 108861), (2, 112596), (4, 150726), (5, 103184), (7, 109226), (9, 118801), (12, 179428), (6, 108501), (0, 120176), (1, 179763), (8, 107004)]",127115,1398266,0.386
2025-02-09,19,"[11, 2, 4, 5, 9, 6, 0, 1, 8]","[(11, 108861), (2, 112596), (4, 150726), (5, 103184), (9, 118801), (6, 108501), (0, 120176), (1, 179763), (8, 107004)]",123290,1109612,0.3333
2025-02-10,4,"[5, 8, 12]","[(5, 103184), (8, 107730), (12, 125450)]",112121,336364,0.0702
2025-02-11,8,"[5, 8, 12, 7, 9]","[(5, 103184), (8, 107730), (12, 125450), (7, 116496), (9, 96862)]",109944,549722,0.1404
2025-02-12,12,"[5, 8, 12, 7, 9, 6]","[(5, 103184), (8, 107730), (12, 125450), (7, 116496), (9, 96862), (6, 96584)]",107718,646306,0.2105
2025-02-13,14,"[5, 8, 12, 7, 9, 6, 1]","[(5, 103184), (8, 107730), (12, 125450), (7, 116496), (9, 96862), (6, 96584), (1, 177476)]",117683,823782,0.2456
2025-02-14,29,"[5, 12, 9, 6, 1, 8, 7, 0, 3, 11, 4, 2]","[(5, 103184), (12, 125450), (9, 96862), (6, 96584), (1, 177476), (8, 297950), (7, 135143), (0, 166656), (3, 83560), (11, 94743), (4, 97784), (2, 117053)]",132704,1592445,0.5088
2025-02-15,30,"[5, 12, 9, 1, 7, 0, 3, 11, 4, 2, 8, 6]","[(5, 103184), (12, 125450), (9, 96862), (1, 177476), (7, 135143), (0, 166656), (3, 83560), (11, 94743), (4, 97784), (2, 117053), (8, 135998), (6, 82603)]",118043,1416512,0.5263
2025-02-16,28,"[5, 12, 9, 0, 3, 11, 4, 2, 8, 6, 1]","[(5, 103184), (12, 125450), (9, 96862), (0, 166656), (3, 83560), (11, 94743), (4, 97784), (2, 117053), (8, 135998), (6, 82603), (1, 88180)]",108370,1192073,0.4912
2025-02-17,15,"[5, 12, 4, 2, 8, 6, 1]","[(5, 103184), (12, 125450), (4, 97784), (2, 117053), (8, 135998), (6, 82603), (1, 88180)]",107179,750252,0.2632
2025-02-18,16,"[5, 12, 4, 2, 1, 0, 6, 7]","[(5, 103184), (12, 125450), (4, 97784), (2, 117053), (1, 88180), (0, 186512), (6, 90839), (7, 79486)]",111061,888488,0.2807
2025-02-19,11,"[5, 12, 0, 6, 7, 1]","[(5, 103184), (12, 125450), (0, 186512), (6, 90839), (7, 79486), (1, 145656)]",121854,731127,0.193
2025-02-20,31,"[5, 12, 7, 1, 11, 8, 6, 3, 4, 2, 0, 9]","[(5, 103184), (12, 125450), (7, 79486), (1, 145656), (11, 161561), (8, 153353), (6, 113967), (3, 145182), (4, 85720), (2, 96584), (0, 134306), (9, 88244)]",119391,1432693,0.5439
2025-02-21,30,"[5, 12, 1, 11, 8, 6, 3, 4, 2, 0, 9, 7]","[(5, 103184), (12, 125450), (1, 145656), (11, 161561), (8, 153353), (6, 113967), (3, 145182), (4, 85720), (2, 96584), (0, 134306), (9, 88244), (7, 116496)]",122475,1469703,0.5263
2025-02-22,26,"[5, 12, 1, 6, 3, 4, 2, 0, 9, 7, 8]","[(5, 103184), (12, 125450), (1, 145656), (6, 113967), (3, 145182), (4, 85720), (2, 96584), (0, 134306), (9, 88244), (7, 116496), (8, 283895)]",130789,1438684,0.4561
2025-02-23,8,"[5, 12, 9, 7, 8, 1]","[(5, 103184), (12, 125450), (9, 88244), (7, 116496), (8, 283895), (1, 220088)]",156226,937357,0.1404
2025-02-24,15,"[5, 12, 9, 1, 7, 8, 2, 0, 11, 4]","[(5, 103184), (12, 125450), (9, 88244), (1, 220088), (7, 105024), (8, 88329), (2, 224587), (0, 222743), (11, 135657), (4, 151764)]",146507,1465070,0.2632
2025-02-25,14,"[5, 12, 9, 7, 8, 2, 0, 11, 4]","[(5, 103184), (12, 125450), (9, 88244), (7, 105024), (8, 88329), (2, 224587), (0, 222743), (11, 135657), (4, 151764)]",138331,1244982,0.2456
2025-02-26,12,"[5, 12, 9, 8, 2, 0, 11, 4]","[(5, 103184), (12, 125450), (9, 88244), (8, 88329), (2, 224587), (0, 222743), (11, 135657), (4, 151764)]",142495,1139958,0.2105
2025-02-27,19,"[5, 12, 0, 11, 4, 3, 7, 2]","[(5, 103184), (12, 125450), (0, 222743), (11, 135657), (4, 151764), (3, 107076), (7, 97495), (2, 91518)]",129361,1034887,0.3333
2025-02-28,24,"[5, 12, 0, 11, 4, 3, 7, 2, 9, 1]","[(5, 103184), (12, 125450), (0, 222743), (11, 135657), (4, 151764), (3, 107076), (7, 97495), (2, 91518), (9, 100581), (1, 114149)]",124962,1249617,0.4211
2025-03-01,26,"[5, 12, 11, 4, 3, 7, 2, 9, 1, 0, 8]","[(5, 103184), (12, 125450), (11, 135657), (4, 151764), (3, 107076), (7, 97495), (2, 91518), (9, 100581), (1, 114149), (0, 118354), (8, 281692)]",129720,1426920,0.4561
2025-03-02,17,"[5, 12, 4, 2, 9, 1, 0, 8]","[(5, 103184), (12, 125450), (4, 151764), (2, 91518), (9, 100581), (1, 114149), (0, 118354), (8, 281692)]",135836,1086692,0.2982
2025-03-03,9,"[5, 12, 4, 9, 1, 8]","[(5, 103184), (12, 125450), (4, 151764), (9, 100581), (1, 114149), (8, 281692)]",146137,876820,0.1579
2025-03-04,8,"[5, 12, 4, 1, 8, 0]","[(5, 103184), (12, 125450), (4, 151764), (1, 114149), (8, 281692), (0, 123179)]",149903,899418,0.1404
2025-03-05,11,"[12, 4, 1, 0, 9, 3]","[(12, 125450), (4, 151764), (1, 114149), (0, 123179), (9, 128506), (3, 51681)]",115788,694729,0.193
